Output_Dimension,Red_67_3_0_0_45,Red_83_3_0_0_45,Red_100_3_0_0_45,Red_116_3_0_0_45,Red_133_3_0_0_45,Green_67_3_0_0_45,Green_83_3_0_0_45,Green_100_3_0_0_45,Green_116_3_0_0_45,Green_133_3_0_0_45,Blue_67_3_0_0_45,Blue_83_3_0_0_45,Blue_100_3_0_0_45,Blue_116_3_0_0_45,Blue_133_3_0_0_45
106,49.71219784244978,53.409335401978225,63.30415860612087,72.6643005482671,82.65491470718321,76.65177690760481,80.33120809186534,79.79834890074089,83.13622048790145,88.22726822453991,67.97904730260352,72.78352531390784,72.90091340614961,76.70962887466732,82.25101854472143
107,49.759855623146635,53.27937696772343,63.056705805677645,72.32786968315851,82.3365812405662,76.73357539648343,80.3422670723314,79.6817379874374,83.0069053760872,88.13688831728027,67.8868469469749,72.5798849620452,72.59489473732272,76.38301739773078,81.9957274322724
108,49.80751340384349,53.14941853346864,62.80925300523442,71.99143881804994,82.01824777394918,76.81537388536206,80.35332605279747,79.56512707413391,82.87759026427297,88.04650841002064,67.7946465913463,72.37624461018254,72.28887606849582,76.05640592079425,81.74043631982337
109,49.90812562628934,53.08391565349714,62.62343422635288,71.71254028691234,81.75566513300625,76.86829993330852,80.34421569843758,79.43736307519019,82.73035136178845,87.9358098976588,67.69749597905658,72.17348040994132,71.99516732995004,75.73617412566414,81.48893375188553
110,50.008737848735194,53.01841277352563,62.43761544747133,71.43364175577476,81.49308249206331,76.92122598125498,80.3351053440777,79.30959907624649,82.58311245930392,87.82511138529696,67.60034536676689,71.97071620970009,71.70145859140425,75.41594233053402,81.23743118394769
111,50.10935007118105,52.952909893554136,62.25179666858979,71.15474322463716,81.23049985112037,76.97415202920143,80.32599498971781,79.18183507730278,82.4358735568194,87.71441287293514,67.50319475447719,71.76795200945887,71.40774985285846,75.09571053540391,80.98592861600986
112,50.2099622936269,52.88740701358263,62.06597788970824,70.87584469349957,80.96791721017743,77.02707807714789,80.31688463535794,79.05407107835907,82.28863465433488,87.6037143605733,67.40604414218748,71.56518780921763,71.11404111431267,74.7754787402738,80.73442604807201
113,50.322818734982256,52.83932089209308,61.90348583649581,70.63312797932107,80.76308107360182,77.02704075957882,80.25857512244869,78.88676668124077,82.10995164365899,87.4789471246755,67.27505460727451,71.32601788660294,70.79459623313885,74.4341998361933,80.47693968906039
114,50.43567517633762,52.79123477060353,61.74099378328337,70.39041126514259,80.55824493702622,77.02700344200977,80.20026560953943,78.71946228412247,81.9312686329831,87.35417988877768,67.14406507236153,71.08684796398825,70.47515135196501,74.0929209321128,80.21945333004878
115,50.54853161769297,52.74314864911398,61.57850173007093,70.1476945509641,80.3534088004506,77.0269661244407,80.14195609663018,78.55215788700417,81.75258562230722,87.22941265287987,67.01307553744856,70.84767804137356,70.15570647079119,73.75164202803231,79.96196697103716
116,50.66138805904833,52.69506252762443,61.41600967685849,69.9049778367856,80.14857266387499,77.02692880687164,80.08364658372093,78.38485348988587,81.57390261163134,87.10464541698205,66.88208600253557,70.60850811875886,69.83626158961737,73.41036312395183,79.70448061202555
117,50.81026001080502,52.68176611551771,61.2706853279171,69.6586364508992,79.9128294676019,77.0193095327712,80.01230512669439,78.2020720366253,81.36630821995122,86.930148464053,66.75429442104083,70.36729546486383,69.50897839643773,73.04921180309486,79.41004336963157
118,50.959131962561706,52.668469703410985,61.125360978975706,69.41229506501278,79.6770862713288,77.01169025867075,79.94096366966785,78.01929058336471,81.1587138282711,86.75565151112396,66.62650283954608,70.1260828109688,69.1816952032581,72.6880604822379,79.1156061272376
119,51.108003914318395,52.655173291304266,60.98003663003431,69.16595367912637,79.4413430750557,77.0040709845703,79.86962221264132,77.83650913010413,80.95111943659099,86.58115455819491,66.49871125805132,69.88487015707376,68.85441201007846,72.32690916138095,78.82116888484362
120,51.256875866075085,52.64187687919755,60.83471228109292,68.91961229323996,79.2055998787826,76.99645171046986,79.79828075561477,77.65372767684354,80.74352504491087,86.40665760526586,66.37091967655657,69.64365750317873,68.52712881689884,71.96575784052399,78.52673164244965
121,51.42093363468508,52.639982606941956,60.67563072919205,68.62265854868889,78.86361356339295,76.99950688362385,79.73251908641434,77.47264498422675,80.51327726630775,86.16247577087597,66.25810704278229,69.41865689928619,68.20908577831929,71.59572169322452,78.18581617904174
122,51.58499140329508,52.63808833468636,60.51654917729118,68.3257048041378,78.5216272480033,77.00256205677783,79.66675741721393,77.29156229160994,80.28302948770464,85.9182939364861,66.145294409008,69.19365629539364,67.89104273973976,71.22568554592505,77.84490071563384
123,51.74904917190507,52.63619406243076,60.35746762539032,68.02875105958671,78.17964093261365,77.00561722993183,79.6009957480135,77.11047959899312,80.05278170910151,85.67411210209622,66.0324817752337,68.96865569150108,67.57299970116021,70.85564939862557,77.50398525222593
124,51.91310694051507,52.63429979017517,60.19838607348945,67.73179731503562,77.837654617224,77.00867240308582,79.53523407881308,76.92939690637633,79.8225339304984,85.42993026770633,65.91966914145942,68.74365508760853,67.25495666258068,70.4856132513261,77.16306978881804
125,52.08772233616331,52.65287744955552,60.05173776209789,67.43296308950447,77.47034265246599,77.0156378084762,79.47930640031171,76.76375719733873,79.59153331050204,85.16238601258128,65.83062293166796,68.54972379371374,66.9726443851255,70.13848846892706,76.82197747258284
126,52.262337731811556,52.67145510893587,59.905089450706335,67.1341288639733,77.10303068770796,77.02260321386657,79.42337872181035,76.59811748830116,79.36053269050569,84.89484175745623,65.7415767218765,68.35579249981895,66.69033210767034,69.79136368652802,76.48088515634765
127,52.436953127459795,52.690032768316215,59.75844113931478,66.83529463844215,76.73571872294994,77.02956861925695,79.36745104330899,76.43247777926358,79.12953207050934,84.62729750233119,65.65253051208505,68.16186120592415,66.40801983021517,69.44423890412898,76.13979284011246
128,52.61156852310803,52.70861042769656,59.611792827923225,66.53646041291098,76.36840675819192,77.03653402464734,79.31152336480763,76.266838070226,78.89853145051299,84.35975324720614,65.56348430229359,67.96792991202936,66.12570755276,69.09711412172993,75.79870052387727
129,52.752052945592524,52.70073236436719,59.45143112115326,66.24378196377188,76.03375740138026,76.99536301095507,79.21537059186457,76.07397113830095,78.64923224165275,84.09319060639771,65.45142613241553,67.75148152146377,65.83496312720006,68.74702664884805,75.46750547595825
130,52.892537368077015,52.69285430103782,59.29106941438331,65.95110351463278,75.69910804456859,76.95419199726282,79.1192178189215,75.88110420637588,78.3999330327925,83.82662796558927,65.33936796253748,67.5350331308982,65.5442187016401,68.39693917596617,75.13631042803924
131,53.0330217905615,52.684976237708455,59.13070770761335,65.65842506549367,75.36445868775692,76.91302098357058,79.02306504597843,75.68823727445083,78.15063382393227,83.56006532478082,65.22730979265943,67.31858474033262,65.25347427608017,68.04685170308427,74.80511538012021
132,53.17350621304599,52.67709817437908,58.97034600084339,65.36574661635457,75.02980933094526,76.87184996987831,78.92691227303536,75.49537034252577,77.90133461507203,83.29350268397238,65.11525162278137,67.10213634976704,64.96272985052022,67.69676423020239,74.47392033220119
133,53.298070636068466,52.6626011100504,58.814950775764544,65.09582214932463,74.73917361308649,76.7737729083741,78.77550678284003,75.25706359150848,77.61743877468626,83.0082406960584,64.97220689055871,66.85323465414245,64.64816870338437,67.32972971345782,74.13866902677555
134,53.42263505909095,52.648104045721716,58.6595555506857,64.8258976822947,74.44853789522773,76.67569584686989,78.6241012926447,75.0187568404912,77.33354293430051,82.7229787081444,64.82916215833603,66.60433295851786,64.33360755624852,66.96269519671326,73.80341772134989
135,53.547199482113434,52.63360698139304,58.504160325606854,64.55597321526477,74.15790217736895,76.57761878536567,78.47269580244937,74.78045008947392,77.04964709391476,82.43771672023041,64.68611742611337,66.35543126289326,64.01904640911268,66.59566067996869,73.46816641592424
136,53.67176390513591,52.61910991706436,58.34876510052801,64.28604874823483,73.86726645951019,76.47954172386146,78.32129031225404,74.54214333845664,76.765751253529,82.15245473231643,64.5430726938907,66.10652956726867,63.70448526197682,66.22862616322412,73.1329151104986
137,53.870675471997345,52.684383212860986,58.25293682818547,64.04876255160622,73.5742910923216,76.38251279929696,78.16240183821049,74.28869701192161,76.4448558546708,81.79736183767136,64.4178852297152,65.87181828290527,63.3941004375698,65.84710107216289,72.757289440355
138,54.06958703885878,52.74965650865761,58.15710855584293,63.8114763549776,73.28131572513301,76.28548387473246,78.00351336416693,74.0352506853866,76.12396045581261,81.4422689430263,64.29269776553969,65.63710699854185,63.08371561316277,65.46557598110165,72.38166377021139
139,54.26849860572021,52.81492980445424,58.06128028350039,63.57419015834898,72.98834035794442,76.18845495016795,77.84462489012338,73.78180435885159,75.80306505695441,81.08717604838124,64.16751030136419,65.40239571417844,62.77333078875574,65.0840508900404,72.00603810006778
140,54.46741017258164,52.88020310025087,57.96545201115785,63.33690396172036,72.69536499075583,76.09142602560345,77.68573641607983,73.52835803231658,75.48216965809621,80.73208315373618,64.04232283718869,65.16768442981503,62.46294596434871,64.70252579897917,71.63041242992419
141,54.74483465974132,53.03630898164487,57.94060662267827,63.137105696967986,72.38434252266876,76.00359831556699,77.53173816608627,73.28021404559422,75.14030178542575,80.30924589122147,63.940882326959986,64.96374066989087,62.180229683645884,64.329614576359,71.22285427818544
142,55.02225914690101,53.19241486303888,57.915761234198676,62.937307432215604,72.0733200545817,75.91577060553051,77.37773991609271,73.03207005887185,74.7984339127553,79.88640862870673,63.83944181673128,64.75979690996672,61.897513402943055,63.95670335373883,70.81529612644665
143,55.2996836340607,53.34852074443288,57.89091584571909,62.73750916746322,71.76229758649463,75.82794289549405,77.22374166609914,72.7839260721495,74.45656604008484,79.46357136619201,63.738001306502575,64.55585315004257,61.61479712224022,63.58379213111866,70.4077379747079
144,55.577108121220384,53.50462662582689,57.86607045723951,62.53771090271084,71.45127511840757,75.74011518545757,77.06974341610558,72.53578208542714,74.11469816741439,79.04073410367728,63.63656079627386,64.35190939011842,61.33208084153739,63.210880908498496,70.00017982296913
145,55.957143754525184,53.77874526311867,57.951905733588724,62.438400738924614,71.22514362992216,75.66038538790733,76.92378953599916,72.29861595402073,73.76933055576721,78.59780376397774,63.56951897220435,64.18599061056437,61.0892976047358,62.86529101393996,69.6024394368994
146,56.33717938782999,54.05286390041046,58.03774100993794,62.339090575138385,70.99901214143676,75.5806555903571,76.77783565589274,72.0614498226143,73.42396294412003,78.1548734242782,63.50247714813484,64.02007183101034,60.8465143679342,62.51970111938142,69.20469905082967
147,56.7172150211348,54.32698253770224,58.123576286287154,62.239780411352164,70.77288065295137,75.50092579280685,76.63188177578631,71.82428369120788,73.07859533247286,77.71194308457865,63.43543532406532,63.854153051456315,60.6037311311326,62.17411122482289,68.80695866475995
148,57.097250654439605,54.60110117499403,58.20941156263637,62.140470247565936,70.54674916446598,75.42119599525661,76.4859278956799,71.58711755980147,72.73322772082568,77.2690127448791,63.368393499995804,63.688234271902274,60.360947894331005,61.82852133026435,68.40921827869022
149,57.54560826668302,54.95390147289635,58.38768732505859,62.15774990454416,70.46402098136683,75.29711832313492,76.29790900272675,71.32624341452032,72.38217485865722,76.84657624060603,63.281342968897604,63.49953392768803,60.112409639379,61.48920078730806,68.03743631815989
150,57.99396587892643,55.30670177079866,58.56596308748081,62.175029561522386,70.3812927982677,75.17304065101324,76.10989010977362,71.06536926923917,72.03112199648876,76.42413973633296,63.1942924377994,63.31083358347377,59.86387138442701,61.149880244351756,67.66565435762958
151,58.442323491169844,55.659502068700974,58.744238849903034,62.19230921850061,70.29856461516856,75.04896297889155,75.92187121682048,70.80449512395802,71.6800691343203,76.0017032320599,63.1072419067012,63.122133239259526,59.615333129475005,60.81055970139546,67.29387239709925
152,58.89068110341326,56.01230236660329,58.92251461232526,62.20958887547884,70.21583643206941,74.92488530676987,75.73385232386734,70.54362097867687,71.32901627215185,75.57926672778682,63.020191375603,62.93343289504527,59.36679487452301,60.47123915843917,66.92209043656892
153,59.408893959932776,56.444837329564855,59.19304102796917,62.341245259125905,70.27130818722704,74.75263552049948,75.49690685286929,70.25130759271336,70.96723055262085,75.17335703909875,62.90144038083901,62.70840957611069,59.09563568270806,60.122696308415804,66.56264923387677
154,59.9271068164523,56.877372292526424,59.46356744361309,62.472901642772975,70.32677994238465,74.5803857342291,75.25996138187122,69.95899420674985,70.60544483308986,74.76744735041068,62.78268938607503,62.4833862571761,58.824476490893105,59.77415345839245,66.2032080311846
155,60.44531967297183,57.309907255487985,59.73409385925701,62.604558026420044,70.38225169754226,74.40813594795873,75.02301591087316,69.66668082078634,70.24365911355886,74.36153766172261,62.66393839131104,62.25836293824152,58.55331729907815,59.425610608369084,65.84376682849243
156,60.96353252949135,57.742442218449554,60.00462027490092,62.736214410067106,70.43772345269987,74.23588616168834,74.7860704398751,69.37436743482283,69.88187339402786,73.95562797303454,62.54518739654706,62.03333961930693,58.28215810726321,59.07706775834573,65.48432562580028
157,61.56032320642924,58.27011426747453,60.36812098010572,62.952620615554615,70.55784059499209,74.06577321187245,74.55083184203582,69.09030447662781,69.52352413585649,73.54045216969833,62.43380905542712,61.82314922282257,58.02766526629148,58.741084704065884,65.12491525066515
158,62.157113883367124,58.797786316499504,60.731621685310515,63.16902682104213,70.67795773728432,73.89566026205658,74.31559324419655,68.80624151843277,69.1651748776851,73.12527636636212,62.322430714307174,61.61295882633822,57.77317242531975,58.40510164978604,64.76550487553004
159,62.75390456030501,59.32545836552448,61.09512239051531,63.38543302652964,70.79807487957653,73.72554731224069,74.08035464635728,68.52217856023775,68.80682561951373,72.7101005630259,62.21105237318723,61.402768429853865,57.51867958434803,58.0691185955062,64.40609450039494
160,63.35069523724289,59.85313041454946,61.45862309572011,63.60183923201715,70.91819202186875,73.5554343624248,73.84511604851801,68.23811560204271,68.44847636134234,72.29492475968969,62.09967403206729,61.19257803336951,57.2641867433763,57.73313554122635,64.04668412525982
161,64.05093832813277,60.5082955045167,61.93792346272706,63.90750581769247,71.0822303204427,73.4159169517299,73.64441404959315,67.99208411422981,68.10260252875835,71.85144925898126,62.02708811523772,61.0353656049277,57.06194661160493,57.42905900849363,63.68107416615158
162,64.75118141902264,61.163460594483944,62.41722382973402,64.21317240336779,71.24626861901667,73.27639954103498,73.4437120506683,67.74605262641691,67.75672869617435,71.40797375827282,61.95450219840814,60.87815317648588,56.85970647983356,57.1249824757609,63.31546420704334
163,65.45142450991253,61.818625684451185,62.896524196740984,64.5188389890431,71.41030691759063,73.13688213034007,73.24301005174344,67.500021138604,67.41085486359034,70.96449825756439,61.881916281578576,60.720940748044065,56.657466348062194,56.82090594302818,62.9498542479351
164,66.15166760080241,62.473790774418426,63.37582456374794,64.82450557471843,71.5743452161646,72.99736471964516,73.04230805281858,67.2539896507911,67.06498103100634,70.52102275685596,61.809330364749,60.563728319602255,56.455226216290825,56.51682941029546,62.58424428882686
165,66.92610613150049,63.232059440192096,63.96196513097643,65.23141634775914,71.81764116391503,72.87178623224602,72.86404040291137,67.04090795395602,66.73699529402657,70.07139472476146,61.76300141401132,60.44852573890506,56.30085965811566,56.24764318213173,62.22662191200067
166,67.70054466219858,63.99032810596577,64.54810569820492,65.63832712079984,72.06093711166547,72.74620774484688,72.68577275300417,66.82782625712095,66.40900955704679,69.62176669266697,61.71667246327364,60.333323158207875,56.1464930999405,55.978456953968006,61.868999535174474
167,68.47498319289664,64.74859677173943,65.1342462654334,66.04523789384055,72.3042330594159,72.62062925744775,72.50750510309696,66.61474456028587,66.081023820067,69.17213866057249,61.67034351253596,60.21812057751069,55.99212654176533,55.709270725804274,61.51137715834828
168,69.24942172359474,65.5068654375131,65.72038683266189,66.45214866688126,72.54752900716635,72.4950507700486,72.32923745318975,66.40166286345078,65.75303808308723,68.72251062847799,61.624014561798276,60.102917996813495,55.83775998359017,55.44008449764055,61.15375478152209
169,70.04130865158331,66.30902605451446,66.37943457231448,66.96675469922589,72.92507572086508,72.34235701246918,72.13124178927332,66.18797921800173,65.43588093114714,68.29901462974419,61.568919227337275,59.986500161367324,55.69525067735837,55.189208215861726,60.818522946132475
170,70.83319557957189,67.11118667151582,67.03848231196706,67.48136073157052,73.30262243456382,72.18966325488975,71.93324612535687,65.97429557255266,65.11872377920704,67.8755186310104,61.513823892876275,59.87008232592115,55.55274137112658,54.93833193408291,60.483291110742854
171,71.62508250756048,67.91334728851719,67.69753005161965,67.99596676391515,73.68016914826256,72.03696949731032,71.73525046144044,65.7606119271036,64.80156662726695,67.4520226322766,61.458728558415274,59.753664490474975,55.410232064894785,54.687455652304095,60.14805927535324
172,72.41696943554906,68.71550790551856,68.35657779127223,68.5105727962598,74.0577158619613,71.88427573973088,71.53725479752401,65.54692828165454,64.48440947532686,67.0285266335428,61.40363322395427,59.637246655028804,55.267722758662984,54.43657937052527,59.81282743996362
173,73.19989690195702,69.5311223174179,69.06489445710329,69.12351549058906,74.57829595036169,71.68603345535804,71.29423954279304,65.30457338564564,64.15518576855607,66.61560935438628,61.327657898352165,59.4982224852467,55.111766147545225,54.180926439906656,59.48423650936385
174,73.98282436836496,70.34673672931724,69.77321112293437,69.73645818491833,75.09887603876209,71.4877911709852,71.05122428806206,65.06221848963675,63.82596206178526,66.20269207522976,61.251682572750056,59.359198315464596,54.95580953642746,53.92527350928803,59.15564557876409
175,74.76575183477291,71.16235114121659,70.48152778876543,70.3494008792476,75.61945612716248,71.28954888661237,70.80820903333108,64.81986359362784,63.49673835501446,65.78977479607325,61.17570724714795,59.2201741456825,54.7998529253097,53.66962057866942,58.82705464816432
176,75.54867930118085,71.97796555311594,71.1898444545965,70.96234357357687,76.14003621556286,71.09130660223953,70.5651937786001,64.57750869761895,63.16751464824366,65.37685751691671,61.09973192154584,59.081149975900395,54.643896314191934,53.41396764805079,58.49846371756455
177,76.27695924395654,72.76198009653565,71.90562625674276,71.6306622953866,76.75388751157362,70.88597397974512,70.31430451679726,64.33393043434606,62.83995725205658,64.96825285074125,61.03804922489408,58.95957258090579,54.50655954753259,53.17941050147263,58.18533524058004
178,77.00523918673221,73.54599463995538,72.62140805888903,72.29898101719633,77.36773880758437,70.68064135725069,70.06341525499442,64.09035217107316,62.512399855869496,64.55964818456577,60.976366528242316,58.83799518591119,54.369222780873244,52.94485335489447,57.87220676359553
179,77.7335191295079,74.3300091833751,73.33718986103528,72.96729973900605,77.98159010359512,70.47530873475627,69.81252599319158,63.846773907800255,62.184842459682415,64.1510435183903,60.91468383159056,58.71641779091659,54.2318860142139,52.710296208316315,57.55907828661102
180,78.46179907228357,75.11402372679483,74.05297166318155,73.63561846081578,78.59544139960587,70.26997611226186,69.56163673138875,63.60319564452736,61.85728506349534,63.742438852214825,60.85300113493879,58.594840395921985,54.09454924755455,52.47573906173815,57.24594980962651
181,79.1537511728299,75.87979971396176,74.77215260911836,74.33105732031481,79.24641556431727,70.08536447561428,69.32646303366958,63.368915945962655,61.512373375191906,63.279913543752265,60.83484694884214,58.519249603531506,53.995221236235295,52.26033880811229,56.91553031814276
182,79.84570327337624,76.64557570112869,75.49133355505518,75.02649617981385,79.89738972902867,69.90075283896671,69.09128933595042,63.13463624739795,61.16746168688848,62.81738823528971,60.81669276274548,58.44365881114102,53.89589322491604,52.04493855448642,56.585110826659
183,80.53765537392258,77.41135168829561,76.21051450099199,75.72193503931288,80.54836389374007,69.71614120231914,68.85611563823124,62.900356548833244,60.82254999858505,62.35486292682715,60.79853857664882,58.36806801875054,53.796565213596786,51.829538300860555,56.254691335175245
184,81.2296074744689,78.17712767546254,76.9296954469288,76.4173738988119,81.19933805845146,69.53152956567156,68.62094194051208,62.66607685026854,60.47763831028162,61.8923376183646,60.78038439055217,58.29247722636006,53.69723720227753,51.61413804723469,55.92427184369149
185,81.84736251270404,78.87805384011654,77.60408719747745,77.08757634660772,81.83186760902873,69.38439125837321,68.42183486203884,62.4581644479999,60.13140914954004,61.3890193394094,60.809055641112,58.270490688171144,53.643955014921985,51.42852045872547,55.58712788851325
186,82.46511755093917,79.57898000477054,78.2784789480261,77.75777879440352,82.464397159606,69.23725295107485,68.22272778356557,62.250252045731266,59.78517998879846,60.88570106045421,60.83772689167184,58.24850414998223,53.59067282756645,51.24290287021626,55.24998393333501
187,83.0828725891743,80.27990616942454,78.95287069857476,78.42798124219932,83.09692671018327,69.0901146437765,68.02362070509233,62.04233964346263,59.438950828056875,60.38238278149902,60.86639814223168,58.22651761179331,53.53739064021091,51.057285281707045,54.91283997815677
188,83.70062762740943,80.98083233407853,79.6272624491234,79.09818368999514,83.72945626076053,68.94297633647814,67.82451362661908,61.834427241194,59.092721667315296,59.87906450254383,60.89506939279151,58.2045310736044,53.484108452855374,50.87166769319783,54.575696022978526
189,84.23017853491149,81.59609520770158,80.23701854755548,79.72994417414914,84.34161366363652,68.81896031947055,67.6478587446965,61.64546567399632,58.75130485047958,59.36068777322103,60.95830157981081,58.219398068617686,53.46659758919927,50.715238933706296,54.24646014743521
190,84.75972944241353,82.21135808132466,80.84677464598755,80.36170465830317,84.95377106651252,68.69494430246297,67.47120386277393,61.45650410679864,58.40988803364386,58.84231104389824,61.021533766830096,58.23426506363097,53.44908672554316,50.55881017421476,53.91722427189188
191,85.28928034991559,82.82662095494771,81.45653074441961,80.99346514245717,85.5659284693885,68.57092828545538,67.29454898085136,61.26754253960097,58.068471216808135,58.32393431457544,61.08476595384939,58.24913205864426,53.431575861887055,50.40238141472323,53.58798839634856
192,85.81883125741761,83.44188382857077,82.06628684285167,81.62522562661117,86.17808587226448,68.44691226844779,67.11789409892879,61.07858097240329,57.72705439997242,57.80555758525266,61.14799814086869,58.26399905365754,53.41406499823095,50.2459526552317,53.25875252080524
193,86.25062473650698,83.95468401507345,82.59600811316899,82.2085738661721,86.76974132719897,68.32285244385913,66.94230682398195,60.89500936018042,57.396727391159814,57.30278122230035,61.218362851087626,58.285490728430645,53.40953010233854,50.11076408254786,52.951685715038636
194,86.68241821559633,84.46748420157613,83.12572938348632,82.79192210573302,87.36139678213347,68.19879261927048,66.76671954903512,60.71143774795755,57.06640038234721,56.800004859348036,61.28872756130657,58.306982403203754,53.40499520644614,49.97557550986402,52.644618909272026
195,87.11421169468568,84.98028438807881,83.65545065380364,83.37527034529396,87.95305223706796,68.07473279468182,66.5911322740883,60.52786613573467,56.7360733735346,56.29722849639573,61.35909227152552,58.328474077976864,53.400460310553726,49.840386937180185,52.337552103505416
196,87.54600517377503,85.4930845745815,84.18517192412097,83.95861858485488,88.54470769200246,67.95067297009317,66.41554499914146,60.3442945235118,56.405746364722,55.79445213344342,61.42945698174446,58.34996575274997,53.39592541466132,49.70519836449635,52.030485297738814
197,87.87263936575361,85.889470170644,84.61488210935491,84.46603368389177,89.08699687057832,67.82511882023907,66.24180088760565,60.17080027743839,56.107116574569176,55.34826543021756,61.493138602095485,58.36419185907721,53.39443027814438,49.59324241230746,51.76684478483814
198,88.19927355773218,86.28585576670652,85.04459229458887,84.97344878292864,89.62928604915417,67.69956467038497,66.06805677606982,59.99730603136498,55.80848678441635,54.90207872699169,61.55682022244651,58.37841796540445,53.39293514162743,49.481286460118575,51.50320427193747
199,88.52590774971075,86.68224136276903,85.47430247982281,85.48086388196553,90.17157522773003,67.57401052053088,65.89431266453401,59.82381178529157,55.50985699426352,54.45589202376583,61.620501842797545,58.39264407173169,53.39144000511049,49.369330507929696,51.239563759036805
200,88.85254194168932,87.07862695883155,85.90401266505677,85.98827898100242,90.71386440630587,67.44845637067677,65.72056855299819,59.65031753921816,55.2112272041107,54.00970532053996,61.68418346314857,58.406870178058924,53.38994486859355,49.25737455574081,50.975923246136134
201,89.08856420847887,87.37118858775447,86.23194972694648,86.39348612589036,91.15651892049499,67.33144794413764,65.56462005439543,59.50424683889554,54.96276682930283,53.63649393486429,61.73713384864006,58.417539757804356,53.39843542680642,49.17767315199311,50.76653355488358
202,89.32458647526843,87.66375021667737,86.55988678883617,86.79869327077827,91.59917343468408,67.21443951759849,65.4086715557927,59.35817613857293,54.71430645449495,53.263282549188645,61.79008423413156,58.42820933754979,53.40692598501929,49.09797174824541,50.55714386363104
203,89.56060874205798,87.9563118456003,86.88782385072588,87.2039004156662,92.04182794887318,67.09743109105935,65.25272305718994,59.21210543825032,54.465846079687076,52.89007116351298,61.84303461962306,58.43887891729521,53.41541654323216,49.01827034449772,50.34775417237849
204,89.79663100884754,88.24887347452321,87.21576091261556,87.60910756055412,92.48448246306226,66.98042266452022,65.09677455858719,59.0660347379277,54.21738570487921,52.516859777837325,61.895985005114554,58.449548497040645,53.42390710144503,48.938568940750024,50.13836448112595
205,89.97510147163007,88.47453930464684,87.46594438561225,87.91418680014246,92.80889058092119,66.90274533326833,64.99493004511082,58.97935413751411,54.03854531141207,52.2225117731085,61.96113336817998,58.48827764371391,53.47124606030186,48.91059455522983,49.992033369071414
206,90.15357193441261,88.70020513477047,87.71612785860894,88.21926603973084,93.13329869878014,66.82506800201644,64.89308553163445,58.89267353710051,53.859704917944924,51.92816376837966,62.026281731245405,58.527006790387176,53.51858501915869,48.88262016970963,49.84570225701687
207,90.33204239719515,88.92587096489412,87.96631133160562,88.52434527931919,93.45770681663906,66.74739067076455,64.79124101815809,58.80599293668691,53.680864524477784,51.63381576365084,62.09143009431082,58.56573593706044,53.56592397801552,48.85464578418943,49.699371144962335
208,90.5105128599777,89.15153679501775,88.2164948046023,88.82942451890756,93.78211493449801,66.66971333951265,64.68939650468172,58.71931233627332,53.502024131010636,51.339467758922005,62.15657845737625,58.60446508373371,53.61326293687235,48.826671398669234,49.55304003290779
209,90.65944078808798,89.34725608722147,88.42132282866291,89.05763930124836,94.00059956633191,66.64681819964225,64.66075770418193,58.70860381645582,53.396925687762455,51.115633734688366,62.25653599986053,58.699905577858615,53.72582651643573,48.86663040261851,49.473436790591755
210,90.80836871619826,89.54297537942517,88.6261508527235,89.28585408358916,94.21908419816582,66.62392305977185,64.63211890368216,58.69789529663833,53.29182724451427,50.89179971045471,62.356493542344815,58.79534607198352,53.83839009599911,48.90658940656778,49.39383354827572
211,90.95729664430854,89.73869467162889,88.8309788767841,89.51406886592996,94.43756882999972,66.60102791990145,64.60348010318238,58.68718677682084,53.186728801266085,50.66796568622108,62.456451084829105,58.890786566108424,53.95095367556248,48.94654841051706,49.31423030595968
212,91.10622457241881,89.93441396383261,89.03580690084469,89.74228364827076,94.65605346183362,66.57813278003105,64.57484130268259,58.676478257003346,53.081630358017904,50.44413166198743,62.55640862731339,58.98622706023333,54.06351725512586,48.98650741446633,49.23462706364365
213,91.23641259084849,90.11056100231535,89.20805344210906,89.91250692829082,94.79596027324916,66.60979430362478,64.6173914439271,58.740242625007504,53.05169923387651,50.298307582121225,62.691370049576854,59.13488727534818,54.236699169371256,49.09002472853843,49.221200851296715
214,91.36660060927815,90.2867080407981,89.38029998337343,90.08273020831089,94.93586708466471,66.6414558272185,64.65994158517161,58.80400699301167,53.02176810973511,50.15248350225501,62.82633147184032,59.28354749046302,54.40988108361666,49.19354204261053,49.207774638949786
215,91.49678862770782,90.46285507928084,89.55254652463782,90.25295348833096,95.07577389608026,66.67311735081222,64.70249172641611,58.86777136101583,52.99183698559372,50.00665942238881,62.961292894103785,59.43220770557786,54.58306299786206,49.29705935668264,49.19434842660285
216,91.62697664613749,90.63900211776358,89.72479306590219,90.42317676835103,95.2156807074958,66.70477887440595,64.74504186766062,58.93153572901999,52.96190586145233,49.86083534252259,63.09625431636725,59.580867920692704,54.75624491210746,49.40057667075474,49.18092221425592
217,91.73684930447097,90.79226375139395,89.8668269787542,90.54992832542108,95.30201571476984,66.77128689498758,64.83387390705573,59.046077950995105,52.98901139661461,49.78126941777561,63.25534560328613,59.76411827732105,54.97005673529374,49.550641973469865,49.22073357043195
218,91.84672196280445,90.94552538502431,90.00886089160622,90.67667988249113,95.38835072204387,66.83779491556923,64.92270594645085,59.16062017297021,53.016116931776885,49.70170349302864,63.41443689020502,59.9473686339494,55.18386855848001,49.700707276185014,49.260544926607984
